#x	Mode 1: Theta Y	Mode 2: Theta Y	Mode 3: Theta Y	Mode 4: Theta Y	Mode 5: Theta Y	Mode 6: Theta Y	Mode 7: Theta Y	Mode 8: Theta Y	Mode 9: Theta Y	Mode 10: Theta Y	Mode 11: Theta Y	Mode 12: Theta Y	Mode 13: Theta Y	Mode 14: Theta Y	Mode 15: Theta Y	Mode 16: Theta Y	Mode 17: Theta Y	Mode 18: Theta Y	Mode 19: Theta Y	Mode 20: Theta Y
0.63333000	-0.03577000	-0.06963000	-0.06593000	-0.13852000	-0.04237000	0.10565000	0.12807000	-0.00194000	-0.12923000	-0.10203000	0.04680000	0.13925000	0.00000000	0.06506000	-0.08659000	-0.13412000	-0.02102000	0.00000000	0.11678000	0.11420000
0.64000000	-0.03590000	-0.07224000	-0.05909000	-0.13913000	-0.05477000	0.09423000	0.13484000	0.02007000	-0.11749000	-0.11900000	0.01694000	0.13283000	0.00000000	0.09472000	-0.05283000	-0.13866000	-0.06356000	0.00000000	0.08491000	0.13436000
0.64667000	-0.03602000	-0.07480000	-0.05207000	-0.13897000	-0.06667000	0.08156000	0.13913000	0.04158000	-0.10204000	-0.13127000	-0.01374000	0.11874000	0.00000000	0.11792000	-0.01487000	-0.13049000	-0.09944000	0.00000000	0.04297000	0.13663000
0.65333000	-0.03614000	-0.07732000	-0.04487000	-0.13804000	-0.07797000	0.06782000	0.14085000	0.06208000	-0.08337000	-0.13837000	-0.04375000	0.09782000	0.00000000	0.13310000	0.02425000	-0.11043000	-0.12497000	0.00000000	-0.00400000	0.12083000
0.66000000	-0.03625000	-0.07980000	-0.03751000	-0.13634000	-0.08856000	0.05319000	0.13996000	0.08104000	-0.06206000	-0.14002000	-0.07167000	0.07126000	0.00000000	0.13925000	0.06146000	-0.08029000	-0.13749000	0.00000000	-0.05053000	0.08905000
0.66667000	-0.03636000	-0.08223000	-0.03001000	-0.13388000	-0.09835000	0.03787000	0.13649000	0.09802000	-0.03880000	-0.13615000	-0.09613000	0.04058000	0.00000000	0.13589000	0.09379000	-0.04280000	-0.13564000	0.00000000	-0.09107000	0.04540000
0.67333000	-0.03647000	-0.08461000	-0.02240000	-0.13068000	-0.10726000	0.02205000	0.13051000	0.11259000	-0.01431000	-0.12691000	-0.11596000	0.00757000	0.00000000	0.12331000	0.11869000	-0.00141000	-0.11967000	0.00000000	-0.12086000	-0.00422000
0.68000000	-0.03657000	-0.08695000	-0.01469000	-0.12675000	-0.11519000	0.00594000	0.12211000	0.12439000	0.01064000	-0.11268000	-0.13023000	-0.02587000	0.00000000	0.10234000	0.13420000	0.04012000	-0.09124000	0.00000000	-0.13645000	-0.05331000
0.68667000	-0.03667000	-0.08923000	-0.00689000	-0.12210000	-0.12209000	-0.01023000	0.11146000	0.13313000	0.03524000	-0.09399000	-0.13822000	-0.05783000	0.00000000	0.07439000	0.13904000	0.07797000	-0.05326000	0.00000000	-0.13586000	-0.09530000
0.69333000	-0.03676000	-0.09146000	0.00097000	-0.11676000	-0.12788000	-0.02625000	0.09876000	0.13860000	0.05874000	-0.07161000	-0.13957000	-0.08645000	0.00000000	0.04139000	0.13287000	0.10870000	-0.00976000	0.00000000	-0.11928000	-0.12467000
0.70000000	-0.03685000	-0.09363000	0.00888000	-0.11076000	-0.13251000	-0.04191000	0.08424000	0.14067000	0.08039000	-0.04641000	-0.13421000	-0.11009000	0.00000000	0.00558000	0.11618000	0.12953000	0.03478000	0.00000000	-0.08865000	-0.13757000
0.70667000	-0.03694000	-0.09575000	0.01681000	-0.10412000	-0.13594000	-0.05700000	0.06817000	0.13928000	0.09950000	-0.01937000	-0.12239000	-0.12738000	0.00000000	-0.03062000	0.09026000	0.13849000	0.07567000	0.00000000	-0.04751000	-0.13215000
0.71333000	-0.03702000	-0.09782000	0.02474000	-0.09688000	-0.13814000	-0.07132000	0.05086000	0.13447000	0.11547000	0.00843000	-0.10468000	-0.13733000	0.00000000	-0.06473000	0.05720000	0.13481000	0.10868000	0.00000000	-0.00081000	-0.10926000
0.72000000	-0.03710000	-0.09982000	0.03267000	-0.08908000	-0.13908000	-0.08468000	0.03261000	0.12636000	0.12780000	0.03590000	-0.08194000	-0.13937000	0.00000000	-0.09444000	0.01961000	0.11884000	0.13039000	0.00000000	0.04602000	-0.07191000
0.72667000	-0.03718000	-0.10177000	0.04056000	-0.08074000	-0.13876000	-0.09689000	0.01377000	0.11514000	0.13609000	0.06196000	-0.05525000	-0.13336000	0.00000000	-0.11772000	-0.01955000	0.09198000	0.13846000	0.00000000	0.08739000	-0.02498000
0.73333000	-0.03725000	-0.10366000	0.04841000	-0.07192000	-0.13716000	-0.10779000	-0.00531000	0.10111000	0.14010000	0.08558000	-0.02591000	-0.11967000	0.00000000	-0.13299000	-0.05715000	0.05674000	0.13211000	0.00000000	0.11846000	0.02522000
0.74000000	-0.03732000	-0.10549000	0.05618000	-0.06266000	-0.13431000	-0.11724000	-0.02428000	0.08460000	0.13969000	0.10583000	0.00468000	-0.09909000	0.00000000	-0.13923000	-0.09023000	0.01631000	0.11202000	0.00000000	0.13559000	0.07212000
0.74667000	-0.03739000	-0.10725000	0.06388000	-0.05299000	-0.13022000	-0.12511000	-0.04277000	0.06601000	0.13487000	0.12191000	0.03505000	-0.07278000	0.00000000	-0.13597000	-0.11614000	-0.02561000	0.08020000	0.00000000	0.13666000	0.10941000
0.75333000	-0.03745000	-0.10896000	0.07147000	-0.04298000	-0.12492000	-0.13129000	-0.06046000	0.04582000	0.12581000	0.13319000	0.06374000	-0.04229000	0.00000000	-0.12347000	-0.13285000	-0.06518000	0.04006000	0.00000000	0.12164000	0.13222000
0.76000000	-0.03751000	-0.11060000	0.07894000	-0.03266000	-0.11846000	-0.13569000	-0.07700000	0.02451000	0.11278000	0.13924000	0.08936000	-0.00935000	0.00000000	-0.10258000	-0.13904000	-0.09882000	-0.00427000	0.00000000	0.09229000	0.13755000
0.76667000	-0.03757000	-0.11218000	0.08628000	-0.02209000	-0.11090000	-0.13825000	-0.09209000	0.00262000	0.09620000	0.13979000	0.11069000	0.02413000	0.00000000	-0.07469000	-0.13419000	-0.12340000	-0.04816000	0.00000000	0.05200000	0.12457000
0.77333000	-0.03762000	-0.11369000	0.09347000	-0.01132000	-0.10228000	-0.13893000	-0.10544000	-0.01931000	0.07660000	0.13485000	0.12670000	0.05621000	0.00000000	-0.04173000	-0.11871000	-0.13672000	-0.08701000	0.00000000	0.00562000	0.09513000
0.78000000	-0.03767000	-0.11515000	0.10050000	-0.00040000	-0.09268000	-0.13772000	-0.11681000	-0.04074000	0.05460000	0.12461000	0.13663000	0.08507000	0.00000000	-0.00593000	-0.09383000	-0.13758000	-0.11683000	0.00000000	-0.04145000	0.05309000
0.78667000	-0.03772000	-0.11654000	0.10734000	0.01062000	-0.08218000	-0.13462000	-0.12598000	-0.06115000	0.03089000	0.10947000	0.13998000	0.10902000	0.00000000	0.03029000	-0.06149000	-0.12583000	-0.13442000	0.00000000	-0.08361000	0.00398000
0.79333000	-0.03777000	-0.11786000	0.11399000	0.02169000	-0.07086000	-0.12967000	-0.13277000	-0.08001000	0.00623000	0.09003000	0.13662000	0.12670000	0.00000000	0.06444000	-0.02429000	-0.10260000	-0.13802000	0.00000000	-0.11591000	-0.04563000
0.80000000	-0.03781000	-0.11912000	0.12044000	0.03275000	-0.05882000	-0.12293000	-0.13704000	-0.09687000	-0.01861000	0.06706000	0.12670000	0.13709000	0.00000000	0.09422000	0.01485000	-0.07001000	-0.12725000	0.00000000	-0.13457000	-0.08923000
0.80667000	-0.03785000	-0.12032000	0.12667000	0.04375000	-0.04615000	-0.11448000	-0.13873000	-0.11130000	-0.04282000	0.04147000	0.11069000	0.13957000	0.00000000	0.11758000	0.05281000	-0.03100000	-0.10316000	0.00000000	-0.13728000	-0.12094000
0.81333000	-0.03789000	-0.12146000	0.13267000	0.05465000	-0.03296000	-0.10442000	-0.13777000	-0.12294000	-0.06564000	0.01427000	0.08939000	0.13403000	0.00000000	0.13296000	0.08659000	0.01083000	-0.06836000	0.00000000	-0.12384000	-0.13665000
0.82000000	-0.03792000	-0.12253000	0.13844000	0.06539000	-0.01935000	-0.09287000	-0.13418000	-0.13149000	-0.08634000	-0.01346000	0.06380000	0.12078000	0.00000000	0.13932000	0.11353000	0.05169000	-0.02642000	0.00000000	-0.09580000	-0.13430000
0.82667000	-0.03796000	-0.12354000	0.14395000	0.07593000	-0.00542000	-0.07996000	-0.12802000	-0.13673000	-0.10426000	-0.04062000	0.03518000	0.10058000	0.00000000	0.13619000	0.13145000	0.08782000	0.01830000	0.00000000	-0.05641000	-0.11405000
0.83333000	-0.03799000	-0.12449000	0.14922000	0.08623000	0.00870000	-0.06587000	-0.11938000	-0.13853000	-0.11883000	-0.06613000	0.00489000	0.07461000	0.00000000	0.12382000	0.13898000	0.11594000	0.06109000	0.00000000	-0.01039000	-0.07874000
0.84000000	-0.03802000	-0.12538000	0.15422000	0.09623000	0.02292000	-0.05075000	-0.10841000	-0.13682000	-0.12957000	-0.08898000	-0.02558000	0.04438000	0.00000000	0.10306000	0.13552000	0.13350000	0.09755000	0.00000000	0.03688000	-0.03299000
0.84667000	-0.03804000	-0.12621000	0.15895000	0.10590000	0.03712000	-0.03480000	-0.09529000	-0.13162000	-0.13613000	-0.10824000	-0.05477000	0.01162000	0.00000000	0.07530000	0.12131000	0.13885000	0.12382000	0.00000000	0.07979000	0.01716000
0.85333000	-0.03807000	-0.12698000	0.16341000	0.11520000	0.05119000	-0.01819000	-0.08025000	-0.12305000	-0.13828000	-0.12316000	-0.08126000	-0.02175000	0.00000000	0.04247000	0.09753000	0.13156000	0.13721000	0.00000000	0.11329000	0.06502000
0.86000000	-0.03809000	-0.12770000	0.16759000	0.12409000	0.06504000	-0.00113000	-0.06353000	-0.11130000	-0.13593000	-0.13313000	-0.10377000	-0.05381000	0.00000000	0.00680000	0.06607000	0.11229000	0.13635000	0.00000000	0.13349000	0.10432000
0.86667000	-0.03811000	-0.12836000	0.17150000	0.13255000	0.07855000	0.01618000	-0.04543000	-0.09663000	-0.12914000	-0.13771000	-0.12117000	-0.08268000	0.00000000	-0.02928000	0.02940000	0.08277000	0.12124000	0.00000000	0.13790000	0.12975000
0.87333000	-0.03813000	-0.12896000	0.17513000	0.14055000	0.09163000	0.03354000	-0.02624000	-0.07936000	-0.11808000	-0.13672000	-0.13262000	-0.10669000	0.00000000	-0.06328000	-0.00953000	0.04577000	0.09358000	0.00000000	0.12610000	0.13803000
0.88000000	-0.03814000	-0.12951000	0.17848000	0.14806000	0.10420000	0.05076000	-0.00629000	-0.05989000	-0.10308000	-0.13015000	-0.13755000	-0.12443000	0.00000000	-0.09288000	-0.04762000	0.00464000	0.05621000	0.00000000	0.09949000	0.12810000
0.88667000	-0.03816000	-0.13001000	0.18156000	0.15506000	0.11617000	0.06763000	0.01410000	-0.03864000	-0.08456000	-0.11823000	-0.13565000	-0.13481000	0.00000000	-0.11601000	-0.08182000	-0.03682000	0.01304000	0.00000000	0.06115000	0.10116000
0.89333000	-0.03817000	-0.13046000	0.18436000	0.16153000	0.12746000	0.08399000	0.03460000	-0.01611000	-0.06306000	-0.10137000	-0.12700000	-0.13723000	0.00000000	-0.13108000	-0.10939000	-0.07478000	-0.03137000	0.00000000	0.01572000	0.06093000
0.90000000	-0.03818000	-0.13087000	0.18689000	0.16747000	0.13802000	0.09965000	0.05488000	0.00723000	-0.03919000	-0.08018000	-0.11194000	-0.13149000	0.00000000	-0.13702000	-0.12811000	-0.10578000	-0.07240000	0.00000000	-0.03148000	0.01272000
0.90667000	-0.03819000	-0.13122000	0.18916000	0.17287000	0.14778000	0.11447000	0.07462000	0.03085000	-0.01365000	-0.05542000	-0.09112000	-0.11783000	0.00000000	-0.13333000	-0.13640000	-0.12687000	-0.10566000	0.00000000	-0.07478000	-0.03706000
0.91333000	-0.03820000	-0.13154000	0.19118000	0.17773000	0.15671000	0.12829000	0.09354000	0.05427000	0.01286000	-0.02799000	-0.06547000	-0.09696000	0.00000000	-0.12022000	-0.13357000	-0.13609000	-0.12767000	0.00000000	-0.10904000	-0.08171000
0.92000000	-0.03821000	-0.13181000	0.19295000	0.18204000	0.16476000	0.14101000	0.11136000	0.07699000	0.03959000	0.00115000	-0.03611000	-0.06999000	0.00000000	-0.09845000	-0.11972000	-0.13251000	-0.13605000	0.00000000	-0.13017000	-0.11531000
0.92667000	-0.03822000	-0.13204000	0.19448000	0.18582000	0.17193000	0.15252000	0.12784000	0.09857000	0.06581000	0.03098000	-0.00430000	-0.03832000	0.00000000	-0.06935000	-0.09580000	-0.11628000	-0.12973000	0.00000000	-0.13545000	-0.13318000
0.93333000	-0.03822000	-0.13224000	0.19578000	0.18908000	0.17820000	0.16276000	0.14278000	0.11859000	0.09086000	0.06048000	0.02858000	-0.00361000	0.00000000	-0.03476000	-0.06355000	-0.08876000	-0.10927000	0.00000000	-0.12420000	-0.13289000
0.94000000	-0.03823000	-0.13240000	0.19687000	0.19185000	0.18357000	0.17167000	0.15602000	0.13672000	0.11410000	0.08868000	0.06116000	0.03237000	0.00000000	0.00323000	-0.02529000	-0.05220000	-0.07656000	0.00000000	-0.09750000	-0.11426000
0.94667000	-0.03823000	-0.13253000	0.19777000	0.19413000	0.18807000	0.17925000	0.16746000	0.15268000	0.13500000	0.11470000	0.09214000	0.06781000	0.00000000	0.04230000	0.01626000	-0.00963000	-0.03466000	0.00000000	-0.05812000	-0.07935000
0.95333000	-0.03823000	-0.13264000	0.19848000	0.19597000	0.19174000	0.18550000	0.17704000	0.16627000	0.15316000	0.13779000	0.12033000	0.10103000	0.00000000	0.08019000	0.05819000	0.03545000	0.01244000	0.00000000	-0.01036000	-0.03247000
0.96000000	-0.03823000	-0.13272000	0.19902000	0.19739000	0.19462000	0.19047000	0.18477000	0.17740000	0.16828000	0.15740000	0.14480000	0.13056000	0.00000000	0.11481000	0.09773000	0.07953000	0.06047000	0.00000000	0.04082000	0.02087000
0.96667000	-0.03824000	-0.13278000	0.19942000	0.19845000	0.19677000	0.19423000	0.19069000	0.18605000	0.18023000	0.17316000	0.16483000	0.15524000	0.00000000	0.14440000	0.13239000	0.11927000	0.10515000	0.00000000	0.09016000	0.07443000
0.97333000	-0.03824000	-0.13281000	0.19970000	0.19918000	0.19828000	0.19690000	0.19495000	0.19235000	0.18904000	0.18497000	0.18009000	0.17437000	0.00000000	0.16779000	0.16035000	0.15206000	0.14294000	0.00000000	0.13302000	0.12235000
0.98000000	-0.03824000	-0.13284000	0.19987000	0.19964000	0.19924000	0.19861000	0.19772000	0.19651000	0.19494000	0.19298000	0.19060000	0.18775000	0.00000000	0.18443000	0.18061000	0.17627000	0.17140000	0.00000000	0.16601000	0.16008000
0.98667000	-0.03824000	-0.13285000	0.19996000	0.19989000	0.19976000	0.19955000	0.19925000	0.19884000	0.19830000	0.19761000	0.19676000	0.19572000	0.00000000	0.19449000	0.19304000	0.19137000	0.18947000	0.00000000	0.18731000	0.18490000
0.99333000	-0.03824000	-0.13286000	0.19999000	0.19998000	0.19996000	0.19993000	0.19989000	0.19982000	0.19973000	0.19961000	0.19946000	0.19927000	0.00000000	0.19904000	0.19876000	0.19844000	0.19806000	0.00000000	0.19763000	0.19713000
1.00000000	-0.03824000	-0.13286000	0.20000000	0.20000000	0.20000000	0.20000000	0.20000000	0.20000000	0.20000000	0.20000000	0.20000000	0.20000000	0.00000000	0.20000000	0.20000000	0.20000000	0.20000000	0.00000000	0.20000000	0.20000000
