#x	Mode 1: z	Mode 2: z	Mode 3: z	Mode 4: z	Mode 5: z	Mode 6: z	Mode 7: z	Mode 8: z	Mode 9: z	Mode 10: z	Mode 11: z	Mode 12: z	Mode 13: z	Mode 14: z	Mode 15: z	Mode 16: z	Mode 17: z	Mode 18: z	Mode 19: z	Mode 20: z
0.64000000	0.10245000	-0.09945000	0.10935000	-0.00440000	-0.06645000	-0.04387000	0.01433000	0.04254000	0.02072000	-0.01787000	-0.03033000	-0.00858000	0.00000000	0.01876000	0.02186000	0.00096000	-0.01822000	0.00000000	-0.01517000	0.00411000
0.64667000	0.10417000	-0.09592000	0.11202000	0.00228000	-0.06353000	-0.04809000	0.00775000	0.04105000	0.02600000	-0.01184000	-0.03041000	-0.01465000	0.00000000	0.01362000	0.02349000	0.00747000	-0.01427000	0.00000000	-0.01826000	-0.00247000
0.65333000	0.10591000	-0.09227000	0.11434000	0.00893000	-0.06006000	-0.05168000	0.00102000	0.03856000	0.03046000	-0.00535000	-0.02902000	-0.01987000	0.00000000	0.00756000	0.02327000	0.01329000	-0.00883000	0.00000000	-0.01921000	-0.00872000
0.66000000	0.10764000	-0.08850000	0.11632000	0.01552000	-0.05606000	-0.05459000	-0.00573000	0.03512000	0.03396000	0.00136000	-0.02624000	-0.02395000	0.00000000	0.00099000	0.02120000	0.01791000	-0.00248000	0.00000000	-0.01789000	-0.01382000
0.66667000	0.10939000	-0.08461000	0.11794000	0.02201000	-0.05157000	-0.05678000	-0.01238000	0.03081000	0.03639000	0.00801000	-0.02220000	-0.02664000	0.00000000	-0.00565000	0.01744000	0.02088000	0.00414000	0.00000000	-0.01445000	-0.01707000
0.67333000	0.11113000	-0.08061000	0.11920000	0.02836000	-0.04663000	-0.05822000	-0.01879000	0.02575000	0.03767000	0.01434000	-0.01709000	-0.02780000	0.00000000	-0.01191000	0.01231000	0.02195000	0.01032000	0.00000000	-0.00932000	-0.01807000
0.68000000	0.11289000	-0.07649000	0.12009000	0.03454000	-0.04129000	-0.05889000	-0.02487000	0.02005000	0.03776000	0.02011000	-0.01115000	-0.02737000	0.00000000	-0.01736000	0.00620000	0.02102000	0.01543000	0.00000000	-0.00308000	-0.01668000
0.68667000	0.11464000	-0.07226000	0.12061000	0.04052000	-0.03559000	-0.05878000	-0.03048000	0.01386000	0.03665000	0.02509000	-0.00468000	-0.02534000	0.00000000	-0.02162000	-0.00040000	0.01816000	0.01892000	0.00000000	0.00352000	-0.01307000
0.69333000	0.11641000	-0.06792000	0.12075000	0.04625000	-0.02959000	-0.05791000	-0.03553000	0.00732000	0.03439000	0.02907000	0.00201000	-0.02187000	0.00000000	-0.02441000	-0.00697000	0.01365000	0.02045000	0.00000000	0.00970000	-0.00773000
0.70000000	0.11817000	-0.06348000	0.12052000	0.05172000	-0.02333000	-0.05627000	-0.03993000	0.00061000	0.03104000	0.03192000	0.00861000	-0.01713000	0.00000000	-0.02555000	-0.01299000	0.00789000	0.01984000	0.00000000	0.01475000	-0.00137000
0.70667000	0.11994000	-0.05893000	0.11990000	0.05687000	-0.01688000	-0.05389000	-0.04360000	-0.00613000	0.02671000	0.03350000	0.01479000	-0.01140000	0.00000000	-0.02494000	-0.01797000	0.00140000	0.01717000	0.00000000	0.01804000	0.00518000
0.71333000	0.12172000	-0.05429000	0.11890000	0.06170000	-0.01030000	-0.05081000	-0.04646000	-0.01271000	0.02154000	0.03376000	0.02026000	-0.00502000	0.00000000	-0.02264000	-0.02154000	-0.00521000	0.01270000	0.00000000	0.01922000	0.01103000
0.72000000	0.12350000	-0.04955000	0.11752000	0.06617000	-0.00364000	-0.04706000	-0.04846000	-0.01898000	0.01569000	0.03270000	0.02476000	0.00166000	0.00000000	-0.01880000	-0.02340000	-0.01134000	0.00692000	0.00000000	0.01812000	0.01544000
0.72667000	0.12528000	-0.04471000	0.11577000	0.07024000	0.00303000	-0.04270000	-0.04958000	-0.02479000	0.00934000	0.03034000	0.02806000	0.00823000	0.00000000	-0.01368000	-0.02339000	-0.01644000	0.00041000	0.00000000	0.01489000	0.01778000
0.73333000	0.12707000	-0.03978000	0.11363000	0.07391000	0.00966000	-0.03778000	-0.04978000	-0.02999000	0.00269000	0.02679000	0.03002000	0.01434000	0.00000000	-0.00763000	-0.02154000	-0.02004000	-0.00614000	0.00000000	0.00990000	0.01778000
0.74000000	0.12886000	-0.03476000	0.11112000	0.07714000	0.01618000	-0.03238000	-0.04907000	-0.03446000	-0.00404000	0.02218000	0.03053000	0.01961000	0.00000000	-0.00106000	-0.01798000	-0.02181000	-0.01206000	0.00000000	0.00374000	0.01542000
0.74667000	0.13065000	-0.02965000	0.10824000	0.07992000	0.02253000	-0.02655000	-0.04746000	-0.03808000	-0.01065000	0.01669000	0.02957000	0.02376000	0.00000000	0.00558000	-0.01299000	-0.02158000	-0.01671000	0.00000000	-0.00286000	0.01101000
0.75333000	0.13245000	-0.02446000	0.10499000	0.08222000	0.02866000	-0.02039000	-0.04498000	-0.04077000	-0.01692000	0.01055000	0.02719000	0.02653000	0.00000000	0.01185000	-0.00698000	-0.01938000	-0.01962000	0.00000000	-0.00912000	0.00515000
0.76000000	0.13425000	-0.01919000	0.10138000	0.08404000	0.03451000	-0.01398000	-0.04167000	-0.04246000	-0.02266000	0.00399000	0.02351000	0.02778000	0.00000000	0.01730000	-0.00041000	-0.01542000	-0.02049000	0.00000000	-0.01431000	-0.00140000
0.76667000	0.13605000	-0.01384000	0.09741000	0.08536000	0.04001000	-0.00740000	-0.03761000	-0.04311000	-0.02769000	-0.00273000	0.01868000	0.02742000	0.00000000	0.02158000	0.00619000	-0.01004000	-0.01922000	0.00000000	-0.01780000	-0.00776000
0.77333000	0.13785000	-0.00842000	0.09310000	0.08616000	0.04513000	-0.00074000	-0.03286000	-0.04271000	-0.03185000	-0.00934000	0.01296000	0.02548000	0.00000000	0.02439000	0.01230000	-0.00375000	-0.01595000	0.00000000	-0.01920000	-0.01309000
0.78000000	0.13966000	-0.00293000	0.08844000	0.08644000	0.04982000	0.00591000	-0.02752000	-0.04127000	-0.03501000	-0.01559000	0.00662000	0.02208000	0.00000000	0.02554000	0.01744000	0.00288000	-0.01101000	0.00000000	-0.01834000	-0.01670000
0.78667000	0.14147000	0.00263000	0.08345000	0.08619000	0.05402000	0.01246000	-0.02168000	-0.03882000	-0.03706000	-0.02122000	-0.00005000	0.01740000	0.00000000	0.02495000	0.02119000	0.00925000	-0.00493000	0.00000000	-0.01530000	-0.01808000
0.79333000	0.14328000	0.00826000	0.07814000	0.08542000	0.05769000	0.01881000	-0.01546000	-0.03542000	-0.03796000	-0.02603000	-0.00671000	0.01171000	0.00000000	0.02267000	0.02326000	0.01478000	0.00167000	0.00000000	-0.01046000	-0.01706000
0.80000000	0.14509000	0.01394000	0.07251000	0.08411000	0.06081000	0.02488000	-0.00898000	-0.03117000	-0.03766000	-0.02981000	-0.01306000	0.00535000	0.00000000	0.01884000	0.02349000	0.01896000	0.00809000	0.00000000	-0.00439000	-0.01380000
0.80667000	0.14691000	0.01969000	0.06658000	0.08228000	0.06333000	0.03058000	-0.00235000	-0.02616000	-0.03618000	-0.03242000	-0.01878000	-0.00132000	0.00000000	0.01373000	0.02185000	0.02140000	0.01367000	0.00000000	0.00220000	-0.00869000
0.81333000	0.14873000	0.02549000	0.06036000	0.07991000	0.06523000	0.03584000	0.00430000	-0.02053000	-0.03357000	-0.03377000	-0.02360000	-0.00792000	0.00000000	0.00768000	0.01849000	0.02188000	0.01782000	0.00000000	0.00853000	-0.00244000
0.82000000	0.15055000	0.03135000	0.05385000	0.07703000	0.06649000	0.04058000	0.01084000	-0.01441000	-0.02991000	-0.03379000	-0.02729000	-0.01407000	0.00000000	0.00111000	0.01365000	0.02037000	0.02012000	0.00000000	0.01385000	0.00414000
0.82667000	0.15237000	0.03726000	0.04707000	0.07364000	0.06708000	0.04473000	0.01714000	-0.00796000	-0.02533000	-0.03248000	-0.02968000	-0.01940000	0.00000000	-0.00554000	0.00773000	0.01700000	0.02031000	0.00000000	0.01754000	0.01016000
0.83333000	0.15419000	0.04321000	0.04003000	0.06975000	0.06701000	0.04824000	0.02309000	-0.00134000	-0.01996000	-0.02991000	-0.03064000	-0.02363000	0.00000000	-0.01182000	0.00120000	0.01207000	0.01839000	0.00000000	0.01916000	0.01484000
0.84000000	0.15601000	0.04921000	0.03275000	0.06537000	0.06625000	0.05104000	0.02856000	0.00528000	-0.01398000	-0.02618000	-0.03014000	-0.02650000	0.00000000	-0.01730000	-0.00543000	0.00604000	0.01455000	0.00000000	0.01852000	0.01756000
0.84667000	0.15784000	0.05524000	0.02523000	0.06051000	0.06481000	0.05310000	0.03346000	0.01174000	-0.00759000	-0.02143000	-0.02821000	-0.02785000	0.00000000	-0.02160000	-0.01164000	-0.00055000	0.00919000	0.00000000	0.01569000	0.01794000
0.85333000	0.15967000	0.06132000	0.01750000	0.05521000	0.06268000	0.05437000	0.03768000	0.01787000	-0.00098000	-0.01586000	-0.02493000	-0.02760000	0.00000000	-0.02444000	-0.01692000	-0.00709000	0.00287000	0.00000000	0.01101000	0.01594000
0.86000000	0.16149000	0.06743000	0.00955000	0.04946000	0.05989000	0.05484000	0.04114000	0.02350000	0.00562000	-0.00968000	-0.02047000	-0.02578000	0.00000000	-0.02564000	-0.02088000	-0.01299000	-0.00375000	0.00000000	0.00503000	0.01184000
0.86667000	0.16332000	0.07358000	0.00141000	0.04330000	0.05645000	0.05448000	0.04376000	0.02850000	0.01200000	-0.00316000	-0.01505000	-0.02249000	0.00000000	-0.02509000	-0.02318000	-0.01770000	-0.00999000	0.00000000	-0.00155000	0.00615000
0.87333000	0.16515000	0.07976000	-0.00691000	0.03674000	0.05236000	0.05328000	0.04548000	0.03274000	0.01795000	0.00345000	-0.00893000	-0.01792000	0.00000000	-0.02286000	-0.02366000	-0.02081000	-0.01519000	0.00000000	-0.00795000	-0.00034000
0.88000000	0.16698000	0.08596000	-0.01540000	0.02982000	0.04766000	0.05126000	0.04626000	0.03609000	0.02327000	0.00987000	-0.00242000	-0.01235000	0.00000000	-0.01909000	-0.02228000	-0.02203000	-0.01882000	0.00000000	-0.01342000	-0.00681000
0.88667000	0.16881000	0.09219000	-0.02404000	0.02254000	0.04237000	0.04841000	0.04608000	0.03846000	0.02778000	0.01586000	0.00416000	-0.00609000	0.00000000	-0.01404000	-0.01915000	-0.02125000	-0.02049000	0.00000000	-0.01731000	-0.01237000
0.89333000	0.17065000	0.09844000	-0.03282000	0.01494000	0.03652000	0.04477000	0.04491000	0.03978000	0.03134000	0.02114000	0.01049000	0.00047000	0.00000000	-0.00808000	-0.01453000	-0.01855000	-0.02005000	0.00000000	-0.01917000	-0.01630000
0.90000000	0.17248000	0.10471000	-0.04173000	0.00704000	0.03014000	0.04036000	0.04276000	0.03999000	0.03380000	0.02552000	0.01625000	0.00695000	0.00000000	-0.00161000	-0.00880000	-0.01419000	-0.01754000	0.00000000	-0.01880000	-0.01809000
0.90667000	0.17431000	0.11100000	-0.05076000	-0.00113000	0.02328000	0.03522000	0.03965000	0.03908000	0.03507000	0.02878000	0.02115000	0.01296000	0.00000000	0.00492000	-0.00240000	-0.00856000	-0.01322000	0.00000000	-0.01622000	-0.01750000
0.91333000	0.17615000	0.11731000	-0.05989000	-0.00955000	0.01597000	0.02939000	0.03561000	0.03703000	0.03510000	0.03080000	0.02492000	0.01814000	0.00000000	0.01104000	0.00412000	-0.00220000	-0.00757000	0.00000000	-0.01176000	-0.01461000
0.92000000	0.17798000	0.12363000	-0.06911000	-0.01818000	0.00825000	0.02292000	0.03069000	0.03388000	0.03384000	0.03145000	0.02737000	0.02217000	0.00000000	0.01632000	0.01024000	0.00430000	-0.00119000	0.00000000	-0.00596000	-0.00983000
0.92667000	0.17981000	0.12996000	-0.07841000	-0.02701000	0.00017000	0.01587000	0.02494000	0.02966000	0.03130000	0.03067000	0.02835000	0.02479000	0.00000000	0.02038000	0.01545000	0.01032000	0.00525000	0.00000000	0.00048000	-0.00380000
0.93333000	0.18165000	0.13630000	-0.08778000	-0.03601000	-0.00824000	0.00830000	0.01844000	0.02444000	0.02754000	0.02848000	0.02777000	0.02580000	0.00000000	0.02289000	0.01930000	0.01528000	0.01104000	0.00000000	0.00678000	0.00266000
0.94000000	0.18348000	0.14266000	-0.09720000	-0.04516000	-0.01693000	0.00027000	0.01126000	0.01831000	0.02261000	0.02489000	0.02561000	0.02512000	0.00000000	0.02366000	0.02146000	0.01870000	0.01555000	0.00000000	0.01216000	0.00867000
0.94667000	0.18532000	0.14901000	-0.10667000	-0.05442000	-0.02585000	-0.00816000	0.00349000	0.01135000	0.01662000	0.02000000	0.02192000	0.02270000	0.00000000	0.02256000	0.02168000	0.02020000	0.01824000	0.00000000	0.01593000	0.01337000
0.95333000	0.18715000	0.15538000	-0.11618000	-0.06379000	-0.03497000	-0.01692000	-0.00479000	0.00369000	0.00969000	0.01392000	0.01681000	0.01864000	0.00000000	0.01962000	0.01989000	0.01958000	0.01879000	0.00000000	0.01760000	0.01609000
0.96000000	0.18899000	0.16175000	-0.12572000	-0.07323000	-0.04424000	-0.02595000	-0.01348000	-0.00457000	0.00197000	0.00683000	0.01043000	0.01307000	0.00000000	0.01492000	0.01613000	0.01681000	0.01704000	0.00000000	0.01688000	0.01639000
0.96667000	0.19082000	0.16812000	-0.13529000	-0.08273000	-0.05364000	-0.03518000	-0.02250000	-0.01330000	-0.00641000	-0.00112000	0.00298000	0.00619000	0.00000000	0.00868000	0.01059000	0.01202000	0.01304000	0.00000000	0.01371000	0.01408000
0.97333000	0.19266000	0.17449000	-0.14487000	-0.09228000	-0.06312000	-0.04458000	-0.03176000	-0.02239000	-0.01529000	-0.00974000	-0.00532000	-0.00175000	0.00000000	0.00116000	0.00353000	0.00547000	0.00705000	0.00000000	0.00832000	0.00933000
0.98000000	0.19449000	0.18087000	-0.15446000	-0.10185000	-0.07267000	-0.05407000	-0.04119000	-0.03174000	-0.02451000	-0.01882000	-0.01423000	-0.01046000	0.00000000	-0.00732000	-0.00468000	-0.00244000	-0.00053000	0.00000000	0.00110000	0.00250000
0.98667000	0.19633000	0.18725000	-0.16405000	-0.11144000	-0.08224000	-0.06363000	-0.05072000	-0.04123000	-0.03396000	-0.02821000	-0.02354000	-0.01969000	0.00000000	-0.01644000	-0.01368000	-0.01130000	-0.00924000	0.00000000	-0.00743000	-0.00583000
0.99333000	0.19816000	0.19362000	-0.17365000	-0.12104000	-0.09184000	-0.07322000	-0.06030000	-0.05080000	-0.04352000	-0.03775000	-0.03306000	-0.02918000	0.00000000	-0.02591000	-0.02311000	-0.02068000	-0.01857000	0.00000000	-0.01670000	-0.01504000
1.00000000	0.20000000	0.20000000	-0.18325000	-0.13064000	-0.10144000	-0.08282000	-0.06990000	-0.06040000	-0.05311000	-0.04734000	-0.04266000	-0.03877000	0.00000000	-0.03549000	-0.03269000	-0.03027000	-0.02815000	0.00000000	-0.02627000	-0.02461000
