#x	Mode 1: Theta Y	Mode 2: Theta Y	Mode 3: Theta Y	Mode 4: Theta Y	Mode 5: Theta Y	Mode 6: Theta Y	Mode 7: Theta Y	Mode 8: Theta Y	Mode 9: Theta Y	Mode 10: Theta Y	Mode 11: Theta Y	Mode 12: Theta Y	Mode 13: Theta Y	Mode 14: Theta Y	Mode 15: Theta Y	Mode 16: Theta Y	Mode 17: Theta Y	Mode 18: Theta Y	Mode 19: Theta Y	Mode 20: Theta Y
0.28052000	-0.01956000	-0.07282000	-0.03791000	0.11483000	0.00000000	0.19927000	0.13861000	-0.02636000	-0.17064000	0.00000000	-0.18237000	0.00000000	-0.05048000	0.12118000	0.00000000	0.19733000	0.11624000	0.00000000	-0.05784000	-0.18656000
0.28675000	-0.01991000	-0.07229000	-0.03091000	0.12491000	0.00000000	0.20000000	0.12287000	-0.05063000	-0.18313000	0.00000000	-0.16738000	0.00000000	-0.01430000	0.15052000	0.00000000	0.19157000	0.07356000	0.00000000	-0.10602000	-0.19798000
0.29299000	-0.02025000	-0.07169000	-0.02378000	0.13451000	0.00000000	0.19932000	0.10580000	-0.07409000	-0.19175000	0.00000000	-0.14779000	0.00000000	0.02238000	0.17345000	0.00000000	0.17595000	0.02638000	0.00000000	-0.14660000	-0.19294000
0.29922000	-0.02059000	-0.07100000	-0.01654000	0.14360000	0.00000000	0.19723000	0.08759000	-0.09639000	-0.19630000	0.00000000	-0.12414000	0.00000000	0.05828000	0.18898000	0.00000000	0.15126000	-0.02242000	0.00000000	-0.17667000	-0.17187000
0.30545000	-0.02093000	-0.07023000	-0.00921000	0.15213000	0.00000000	0.19376000	0.06842000	-0.11715000	-0.19669000	0.00000000	-0.09707000	0.00000000	0.09216000	0.19643000	0.00000000	0.11877000	-0.06984000	0.00000000	-0.19402000	-0.13645000
0.31169000	-0.02126000	-0.06938000	-0.00181000	0.16007000	0.00000000	0.18891000	0.04853000	-0.13607000	-0.19292000	0.00000000	-0.06733000	0.00000000	0.12285000	0.19551000	0.00000000	0.08016000	-0.11298000	0.00000000	-0.19745000	-0.08971000
0.31792000	-0.02159000	-0.06846000	0.00565000	0.16737000	0.00000000	0.18273000	0.02811000	-0.15285000	-0.18506000	0.00000000	-0.03573000	0.00000000	0.14929000	0.18625000	0.00000000	0.03743000	-0.14921000	0.00000000	-0.18672000	-0.03551000
0.32416000	-0.02192000	-0.06746000	0.01314000	0.17400000	0.00000000	0.17525000	0.00739000	-0.16723000	-0.17327000	0.00000000	-0.00316000	0.00000000	0.17055000	0.16904000	0.00000000	-0.00724000	-0.17628000	0.00000000	-0.16255000	0.02166000
0.33039000	-0.02224000	-0.06639000	0.02066000	0.17993000	0.00000000	0.16653000	-0.01339000	-0.17897000	-0.15783000	0.00000000	0.02951000	0.00000000	0.18591000	0.14462000	0.00000000	-0.05153000	-0.19257000	0.00000000	-0.12673000	0.07702000
0.33662000	-0.02256000	-0.06525000	0.02818000	0.18514000	0.00000000	0.15662000	-0.03401000	-0.18791000	-0.13903000	0.00000000	0.06136000	0.00000000	0.19482000	0.11403000	0.00000000	-0.09318000	-0.19707000	0.00000000	-0.08181000	0.12599000
0.34286000	-0.02288000	-0.06403000	0.03569000	0.18960000	0.00000000	0.14561000	-0.05425000	-0.19389000	-0.11730000	0.00000000	0.09153000	0.00000000	0.19698000	0.07856000	0.00000000	-0.13001000	-0.18948000	0.00000000	-0.03100000	0.16445000
0.34909000	-0.02319000	-0.06275000	0.04316000	0.19328000	0.00000000	0.13355000	-0.07387000	-0.19683000	-0.09308000	0.00000000	0.11919000	0.00000000	0.19232000	0.03975000	0.00000000	-0.16014000	-0.17030000	0.00000000	0.02202000	0.18923000
0.35532000	-0.02350000	-0.06139000	0.05059000	0.19618000	0.00000000	0.12056000	-0.09268000	-0.19668000	-0.06689000	0.00000000	0.14357000	0.00000000	0.18100000	-0.00075000	0.00000000	-0.18203000	-0.14069000	0.00000000	0.07347000	0.19830000
0.36156000	-0.02380000	-0.05997000	0.05794000	0.19827000	0.00000000	0.10670000	-0.11045000	-0.19344000	-0.03928000	0.00000000	0.16400000	0.00000000	0.16339000	-0.04123000	0.00000000	-0.19453000	-0.10245000	0.00000000	0.11964000	0.19082000
0.36779000	-0.02410000	-0.05848000	0.06522000	0.19954000	0.00000000	0.09209000	-0.12699000	-0.18716000	-0.01084000	0.00000000	0.17993000	0.00000000	0.14014000	-0.07994000	0.00000000	-0.19700000	-0.05794000	0.00000000	0.15721000	0.16748000
0.37403000	-0.02440000	-0.05693000	0.07239000	0.20000000	0.00000000	0.07682000	-0.14213000	-0.17795000	0.01783000	0.00000000	0.19092000	0.00000000	0.11202000	-0.11525000	0.00000000	-0.18933000	-0.00989000	0.00000000	0.18352000	0.13023000
0.38026000	-0.02469000	-0.05532000	0.07944000	0.19963000	0.00000000	0.06102000	-0.15569000	-0.16595000	0.04612000	0.00000000	0.19666000	0.00000000	0.08002000	-0.14563000	0.00000000	-0.17189000	0.03878000	0.00000000	0.19661000	0.08211000
0.38649000	-0.02498000	-0.05365000	0.08637000	0.19843000	0.00000000	0.04478000	-0.16753000	-0.15134000	0.07344000	0.00000000	0.19699000	0.00000000	0.04525000	-0.16980000	0.00000000	-0.14560000	0.08506000	0.00000000	0.19560000	0.02717000
0.39273000	-0.02527000	-0.05191000	0.09314000	0.19642000	0.00000000	0.02823000	-0.17752000	-0.13435000	0.09921000	0.00000000	0.19192000	0.00000000	0.00892000	-0.18673000	0.00000000	-0.11180000	0.12615000	0.00000000	0.18057000	-0.03003000
0.39896000	-0.02555000	-0.05012000	0.09975000	0.19359000	0.00000000	0.01148000	-0.18554000	-0.11526000	0.12287000	0.00000000	0.18156000	0.00000000	-0.02773000	-0.19569000	0.00000000	-0.07224000	0.15949000	0.00000000	0.15253000	-0.08473000
0.40519000	-0.02583000	-0.04828000	0.10618000	0.18995000	0.00000000	-0.00534000	-0.19150000	-0.09436000	0.14394000	0.00000000	0.16622000	0.00000000	-0.06342000	-0.19630000	0.00000000	-0.02896000	0.18307000	0.00000000	0.11356000	-0.13237000
0.41143000	-0.02611000	-0.04637000	0.11241000	0.18553000	0.00000000	-0.02211000	-0.19536000	-0.07198000	0.16197000	0.00000000	0.14632000	0.00000000	-0.09691000	-0.18853000	0.00000000	0.01582000	0.19545000	0.00000000	0.06644000	-0.16903000
0.41766000	-0.02638000	-0.04442000	0.11844000	0.18034000	0.00000000	-0.03872000	-0.19705000	-0.04847000	0.17656000	0.00000000	0.12238000	0.00000000	-0.12703000	-0.17272000	0.00000000	0.05978000	0.19584000	0.00000000	0.01453000	-0.19158000
0.42390000	-0.02665000	-0.04242000	0.12424000	0.17439000	0.00000000	-0.05504000	-0.19656000	-0.02419000	0.18743000	0.00000000	0.09509000	0.00000000	-0.15276000	-0.14954000	0.00000000	0.10065000	0.18424000	0.00000000	-0.03840000	-0.19821000
0.43013000	-0.02691000	-0.04036000	0.12981000	0.16772000	0.00000000	-0.07095000	-0.19390000	0.00046000	0.19432000	0.00000000	0.06519000	0.00000000	-0.17320000	-0.11998000	0.00000000	0.13635000	0.16137000	0.00000000	-0.08859000	-0.18837000
0.43636000	-0.02717000	-0.03826000	0.13513000	0.16035000	0.00000000	-0.08635000	-0.18909000	0.02510000	0.19711000	0.00000000	0.03349000	0.00000000	-0.18763000	-0.08529000	0.00000000	0.16501000	0.12859000	0.00000000	-0.13241000	-0.16281000
0.44260000	-0.02743000	-0.03612000	0.14019000	0.15232000	0.00000000	-0.10112000	-0.18220000	0.04936000	0.19572000	0.00000000	0.00087000	0.00000000	-0.19556000	-0.04697000	0.00000000	0.18517000	0.08795000	0.00000000	-0.16672000	-0.12374000
0.44883000	-0.02768000	-0.03393000	0.14498000	0.14365000	0.00000000	-0.11515000	-0.17330000	0.07284000	0.19020000	0.00000000	-0.03177000	0.00000000	-0.19672000	-0.00664000	0.00000000	0.19579000	0.04192000	0.00000000	-0.18908000	-0.07436000
0.45506000	-0.02793000	-0.03169000	0.14948000	0.13438000	0.00000000	-0.12834000	-0.16248000	0.09518000	0.18065000	0.00000000	-0.06354000	0.00000000	-0.19106000	0.03396000	0.00000000	0.19631000	-0.00668000	0.00000000	-0.19783000	-0.01879000
0.46130000	-0.02818000	-0.02942000	0.15370000	0.12455000	0.00000000	-0.14060000	-0.14986000	0.11602000	0.16728000	0.00000000	-0.09356000	0.00000000	-0.17877000	0.07312000	0.00000000	0.18672000	-0.05486000	0.00000000	-0.19239000	0.03833000
0.46753000	-0.02842000	-0.02711000	0.15761000	0.11420000	0.00000000	-0.15185000	-0.13559000	0.13505000	0.15037000	0.00000000	-0.12101000	0.00000000	-0.16030000	0.10917000	0.00000000	0.16752000	-0.09970000	0.00000000	-0.17315000	0.09229000
0.47377000	-0.02866000	-0.02476000	0.16121000	0.10338000	0.00000000	-0.16198000	-0.11982000	0.15196000	0.13028000	0.00000000	-0.14513000	0.00000000	-0.13627000	0.14054000	0.00000000	0.13966000	-0.13841000	0.00000000	-0.14144000	0.13854000
0.48000000	-0.02890000	-0.02238000	0.16449000	0.09213000	0.00000000	-0.17095000	-0.10272000	0.16649000	0.10743000	0.00000000	-0.16527000	0.00000000	-0.10751000	0.16593000	0.00000000	0.10462000	-0.16866000	0.00000000	-0.09960000	0.17327000
0.48623000	-0.02913000	-0.01997000	0.16744000	0.08049000	0.00000000	-0.17868000	-0.08450000	0.17841000	0.08231000	0.00000000	-0.18087000	0.00000000	-0.07504000	0.18424000	0.00000000	0.06419000	-0.18858000	0.00000000	-0.05061000	0.19361000
0.49247000	-0.02936000	-0.01752000	0.17006000	0.06852000	0.00000000	-0.18511000	-0.06533000	0.18753000	0.05545000	0.00000000	-0.19149000	0.00000000	-0.03996000	0.19468000	0.00000000	0.02044000	-0.19693000	0.00000000	0.00203000	0.19779000
0.49870000	-0.02959000	-0.01505000	0.17233000	0.05627000	0.00000000	-0.19020000	-0.04545000	0.19371000	0.02741000	0.00000000	-0.19685000	0.00000000	-0.00349000	0.19681000	0.00000000	-0.02436000	-0.19323000	0.00000000	0.05451000	0.18554000
0.50494000	-0.02981000	-0.01254000	0.17426000	0.04379000	0.00000000	-0.19391000	-0.02506000	0.19686000	-0.00120000	0.00000000	-0.19681000	0.00000000	0.03309000	0.19056000	0.00000000	-0.06790000	-0.17771000	0.00000000	0.10309000	0.15787000
0.51117000	-0.03003000	-0.01002000	0.17585000	0.03113000	0.00000000	-0.19622000	-0.00440000	0.19691000	-0.02979000	0.00000000	-0.19135000	0.00000000	0.06853000	0.17616000	0.00000000	-0.10794000	-0.15128000	0.00000000	0.14425000	0.11703000
0.51740000	-0.03024000	-0.00747000	0.17707000	0.01834000	0.00000000	-0.19711000	0.01632000	0.19389000	-0.05775000	0.00000000	-0.18064000	0.00000000	0.10159000	0.15425000	0.00000000	-0.14242000	-0.11560000	0.00000000	0.17506000	0.06647000
0.52364000	-0.03046000	-0.00490000	0.17794000	0.00549000	0.00000000	-0.19657000	0.03685000	0.18782000	-0.08449000	0.00000000	-0.16496000	0.00000000	0.13114000	0.12576000	0.00000000	-0.16957000	-0.07283000	0.00000000	0.19332000	0.01038000
0.52987000	-0.03066000	-0.00231000	0.17845000	-0.00739000	0.00000000	-0.19461000	0.05698000	0.17880000	-0.10944000	0.00000000	-0.14475000	0.00000000	0.15613000	0.09190000	0.00000000	-0.18796000	-0.02560000	0.00000000	0.19766000	-0.04658000
0.53610000	-0.03087000	0.00030000	0.17859000	-0.02022000	0.00000000	-0.19124000	0.07648000	0.16698000	-0.13207000	0.00000000	-0.12056000	0.00000000	0.17572000	0.05412000	0.00000000	-0.19668000	0.02319000	0.00000000	0.18782000	-0.09966000
0.54234000	-0.03107000	0.00292000	0.17837000	-0.03297000	0.00000000	-0.18649000	0.09514000	0.15255000	-0.15191000	0.00000000	-0.09306000	0.00000000	0.18922000	0.01403000	0.00000000	-0.19526000	0.07057000	0.00000000	0.16451000	-0.14446000
0.54857000	-0.03127000	0.00556000	0.17779000	-0.04556000	0.00000000	-0.18039000	0.11275000	0.13572000	-0.16854000	0.00000000	-0.06300000	0.00000000	0.19616000	-0.02665000	0.00000000	-0.18377000	0.11362000	0.00000000	0.12936000	-0.17721000
0.55481000	-0.03146000	0.00821000	0.17685000	-0.05796000	0.00000000	-0.17298000	0.12911000	0.11677000	-0.18160000	0.00000000	-0.03121000	0.00000000	0.19631000	-0.06620000	0.00000000	-0.16281000	0.14971000	0.00000000	0.08494000	-0.19524000
0.56104000	-0.03166000	0.01087000	0.17554000	-0.07011000	0.00000000	-0.16432000	0.14405000	0.09598000	-0.19081000	0.00000000	0.00144000	0.00000000	0.18966000	-0.10293000	0.00000000	-0.13347000	0.17664000	0.00000000	0.03442000	-0.19704000
0.56727000	-0.03184000	0.01353000	0.17388000	-0.08195000	0.00000000	-0.15448000	0.15740000	0.07369000	-0.19599000	0.00000000	0.03405000	0.00000000	0.17642000	-0.13526000	0.00000000	-0.09724000	0.19274000	0.00000000	-0.01858000	-0.18240000
0.57351000	-0.03203000	0.01621000	0.17185000	-0.09344000	0.00000000	-0.14351000	0.16901000	0.05024000	-0.19703000	0.00000000	0.06572000	0.00000000	0.15708000	-0.16182000	0.00000000	-0.05600000	0.19703000	0.00000000	-0.07024000	-0.15261000
0.57974000	-0.03221000	0.01888000	0.16948000	-0.10453000	0.00000000	-0.13151000	0.17876000	0.02601000	-0.19389000	0.00000000	0.09559000	0.00000000	0.13230000	-0.18148000	0.00000000	-0.01188000	0.18928000	0.00000000	-0.11687000	-0.11013000
0.58597000	-0.03239000	0.02156000	0.16676000	-0.11517000	0.00000000	-0.11856000	0.18653000	0.00136000	-0.18665000	0.00000000	0.12283000	0.00000000	0.10293000	-0.19339000	0.00000000	0.03286000	0.16990000	0.00000000	-0.15509000	-0.05846000
0.59221000	-0.03256000	0.02424000	0.16369000	-0.12531000	0.00000000	-0.10475000	0.19225000	-0.02330000	-0.17546000	0.00000000	0.14669000	0.00000000	0.06999000	-0.19705000	0.00000000	0.07590000	0.14013000	0.00000000	-0.18217000	-0.00195000
0.59844000	-0.03273000	0.02691000	0.16028000	-0.13492000	0.00000000	-0.09018000	0.19584000	-0.04760000	-0.16057000	0.00000000	0.16653000	0.00000000	0.03463000	-0.19231000	0.00000000	0.11503000	0.10179000	0.00000000	-0.19620000	0.05474000
0.60468000	-0.03290000	0.02959000	0.15655000	-0.14394000	0.00000000	-0.07497000	0.19727000	-0.07115000	-0.14227000	0.00000000	0.18178000	0.00000000	-0.00193000	-0.17935000	0.00000000	0.14823000	0.05719000	0.00000000	-0.19610000	0.10686000
0.61091000	-0.03307000	0.03225000	0.15249000	-0.15235000	0.00000000	-0.05921000	0.19653000	-0.09359000	-0.12096000	0.00000000	0.19204000	0.00000000	-0.03842000	-0.15874000	0.00000000	0.17379000	0.00911000	0.00000000	-0.18194000	0.15009000
0.61714000	-0.03323000	0.03491000	0.14811000	-0.16011000	0.00000000	-0.04303000	0.19362000	-0.11456000	-0.09709000	0.00000000	0.19703000	0.00000000	-0.07359000	-0.13137000	0.00000000	0.19041000	-0.03954000	0.00000000	-0.15473000	0.18086000
0.62338000	-0.03339000	0.03756000	0.14343000	-0.16718000	0.00000000	-0.02653000	0.18857000	-0.13374000	-0.07117000	0.00000000	0.19659000	0.00000000	-0.10620000	-0.09838000	0.00000000	0.19719000	-0.08577000	0.00000000	-0.11638000	0.19654000
0.62961000	-0.03354000	0.04020000	0.13844000	-0.17353000	0.00000000	-0.00985000	0.18144000	-0.15082000	-0.04374000	0.00000000	0.19076000	0.00000000	-0.13513000	-0.06120000	0.00000000	0.19382000	-0.12674000	0.00000000	-0.06969000	0.19588000
0.63584000	-0.03369000	0.04283000	0.13317000	-0.17915000	0.00000000	0.00691000	0.17231000	-0.16554000	-0.01539000	0.00000000	0.17968000	0.00000000	-0.15938000	-0.02140000	0.00000000	0.18047000	-0.15996000	0.00000000	-0.01799000	0.17895000
0.64208000	-0.03384000	0.04544000	0.12762000	-0.18399000	0.00000000	0.02361000	0.16128000	-0.17766000	0.01329000	0.00000000	0.16367000	0.00000000	-0.17811000	0.01930000	0.00000000	0.15781000	-0.18336000	0.00000000	0.03501000	0.14708000
0.64831000	-0.03399000	0.04804000	0.12180000	-0.18805000	0.00000000	0.04013000	0.14847000	-0.18699000	0.04169000	0.00000000	0.14315000	0.00000000	-0.19066000	0.05919000	0.00000000	0.12702000	-0.19554000	0.00000000	0.08548000	0.10300000
0.65455000	-0.03413000	0.05061000	0.11572000	-0.19130000	0.00000000	0.05637000	0.13403000	-0.19340000	0.06921000	0.00000000	0.11871000	0.00000000	-0.19661000	0.09655000	0.00000000	0.08968000	-0.19576000	0.00000000	0.12983000	0.05035000
0.66078000	-0.03427000	0.05317000	0.10940000	-0.19373000	0.00000000	0.07219000	0.11810000	-0.19678000	0.09526000	0.00000000	0.09100000	0.00000000	-0.19574000	0.12978000	0.00000000	0.04772000	-0.18396000	0.00000000	0.16483000	-0.00650000
0.66701000	-0.03441000	0.05571000	0.10285000	-0.19533000	0.00000000	0.08749000	0.10088000	-0.19707000	0.11930000	0.00000000	0.06079000	0.00000000	-0.18810000	0.15748000	0.00000000	0.00330000	-0.16091000	0.00000000	0.18801000	-0.06279000
