#x	Mode 1: x	Mode 2: x	Mode 3: x	Mode 4: x	Mode 5: x	Mode 6: x	Mode 7: x	Mode 8: x	Mode 9: x	Mode 10: x	Mode 11: x	Mode 12: x	Mode 13: x	Mode 14: x	Mode 15: x	Mode 16: x	Mode 17: x	Mode 18: x	Mode 19: x	Mode 20: x
0.18078000	0.00000000	0.00000000	0.00000000	0.00000000	0.04711000	0.00000000	0.00000000	0.00000000	0.00000000	0.12987000	0.00000000	0.00000000	0.00000000	0.00000000	0.19123000	0.00000000	0.00000000	0.19156000	0.00000000	0.00000000
0.18701000	0.00000000	0.00000000	0.00000000	0.00000000	0.04871000	0.00000000	0.00000000	0.00000000	0.00000000	0.13354000	0.00000000	0.00000000	0.00000000	0.00000000	0.19362000	0.00000000	0.00000000	0.18746000	0.00000000	0.00000000
0.19325000	0.00000000	0.00000000	0.00000000	0.00000000	0.05031000	0.00000000	0.00000000	0.00000000	0.00000000	0.13713000	0.00000000	0.00000000	0.00000000	0.00000000	0.19563000	0.00000000	0.00000000	0.18260000	0.00000000	0.00000000
0.19948000	0.00000000	0.00000000	0.00000000	0.00000000	0.05190000	0.00000000	0.00000000	0.00000000	0.00000000	0.14063000	0.00000000	0.00000000	0.00000000	0.00000000	0.19727000	0.00000000	0.00000000	0.17698000	0.00000000	0.00000000
0.20571000	0.00000000	0.00000000	0.00000000	0.00000000	0.05350000	0.00000000	0.00000000	0.00000000	0.00000000	0.14406000	0.00000000	0.00000000	0.00000000	0.00000000	0.19853000	0.00000000	0.00000000	0.17063000	0.00000000	0.00000000
0.21195000	0.00000000	0.00000000	0.00000000	0.00000000	0.05508000	0.00000000	0.00000000	0.00000000	0.00000000	0.14740000	0.00000000	0.00000000	0.00000000	0.00000000	0.19940000	0.00000000	0.00000000	0.16358000	0.00000000	0.00000000
0.21818000	0.00000000	0.00000000	0.00000000	0.00000000	0.05667000	0.00000000	0.00000000	0.00000000	0.00000000	0.15065000	0.00000000	0.00000000	0.00000000	0.00000000	0.19989000	0.00000000	0.00000000	0.15585000	0.00000000	0.00000000
0.22442000	0.00000000	0.00000000	0.00000000	0.00000000	0.05825000	0.00000000	0.00000000	0.00000000	0.00000000	0.15381000	0.00000000	0.00000000	0.00000000	0.00000000	0.20000000	0.00000000	0.00000000	0.14748000	0.00000000	0.00000000
0.23065000	0.00000000	0.00000000	0.00000000	0.00000000	0.05983000	0.00000000	0.00000000	0.00000000	0.00000000	0.15688000	0.00000000	0.00000000	0.00000000	0.00000000	0.19972000	0.00000000	0.00000000	0.13850000	0.00000000	0.00000000
0.23688000	0.00000000	0.00000000	0.00000000	0.00000000	0.06141000	0.00000000	0.00000000	0.00000000	0.00000000	0.15985000	0.00000000	0.00000000	0.00000000	0.00000000	0.19905000	0.00000000	0.00000000	0.12895000	0.00000000	0.00000000
0.24312000	0.00000000	0.00000000	0.00000000	0.00000000	0.06298000	0.00000000	0.00000000	0.00000000	0.00000000	0.16274000	0.00000000	0.00000000	0.00000000	0.00000000	0.19800000	0.00000000	0.00000000	0.11887000	0.00000000	0.00000000
0.24935000	0.00000000	0.00000000	0.00000000	0.00000000	0.06455000	0.00000000	0.00000000	0.00000000	0.00000000	0.16552000	0.00000000	0.00000000	0.00000000	0.00000000	0.19657000	0.00000000	0.00000000	0.10829000	0.00000000	0.00000000
0.25558000	0.00000000	0.00000000	0.00000000	0.00000000	0.06612000	0.00000000	0.00000000	0.00000000	0.00000000	0.16821000	0.00000000	0.00000000	0.00000000	0.00000000	0.19476000	0.00000000	0.00000000	0.09728000	0.00000000	0.00000000
0.26182000	0.00000000	0.00000000	0.00000000	0.00000000	0.06768000	0.00000000	0.00000000	0.00000000	0.00000000	0.17079000	0.00000000	0.00000000	0.00000000	0.00000000	0.19258000	0.00000000	0.00000000	0.08586000	0.00000000	0.00000000
0.26805000	0.00000000	0.00000000	0.00000000	0.00000000	0.06924000	0.00000000	0.00000000	0.00000000	0.00000000	0.17328000	0.00000000	0.00000000	0.00000000	0.00000000	0.19002000	0.00000000	0.00000000	0.07408000	0.00000000	0.00000000
0.27429000	0.00000000	0.00000000	0.00000000	0.00000000	0.07080000	0.00000000	0.00000000	0.00000000	0.00000000	0.17566000	0.00000000	0.00000000	0.00000000	0.00000000	0.18710000	0.00000000	0.00000000	0.06200000	0.00000000	0.00000000
0.28052000	0.00000000	0.00000000	0.00000000	0.00000000	0.07235000	0.00000000	0.00000000	0.00000000	0.00000000	0.17794000	0.00000000	0.00000000	0.00000000	0.00000000	0.18382000	0.00000000	0.00000000	0.04966000	0.00000000	0.00000000
0.28675000	0.00000000	0.00000000	0.00000000	0.00000000	0.07390000	0.00000000	0.00000000	0.00000000	0.00000000	0.18011000	0.00000000	0.00000000	0.00000000	0.00000000	0.18018000	0.00000000	0.00000000	0.03712000	0.00000000	0.00000000
0.29299000	0.00000000	0.00000000	0.00000000	0.00000000	0.07544000	0.00000000	0.00000000	0.00000000	0.00000000	0.18218000	0.00000000	0.00000000	0.00000000	0.00000000	0.17619000	0.00000000	0.00000000	0.02443000	0.00000000	0.00000000
0.29922000	0.00000000	0.00000000	0.00000000	0.00000000	0.07699000	0.00000000	0.00000000	0.00000000	0.00000000	0.18414000	0.00000000	0.00000000	0.00000000	0.00000000	0.17187000	0.00000000	0.00000000	0.01163000	0.00000000	0.00000000
0.30545000	0.00000000	0.00000000	0.00000000	0.00000000	0.07852000	0.00000000	0.00000000	0.00000000	0.00000000	0.18598000	0.00000000	0.00000000	0.00000000	0.00000000	0.16721000	0.00000000	0.00000000	-0.00121000	0.00000000	0.00000000
0.31169000	0.00000000	0.00000000	0.00000000	0.00000000	0.08005000	0.00000000	0.00000000	0.00000000	0.00000000	0.18772000	0.00000000	0.00000000	0.00000000	0.00000000	0.16223000	0.00000000	0.00000000	-0.01405000	0.00000000	0.00000000
0.31792000	0.00000000	0.00000000	0.00000000	0.00000000	0.08158000	0.00000000	0.00000000	0.00000000	0.00000000	0.18935000	0.00000000	0.00000000	0.00000000	0.00000000	0.15694000	0.00000000	0.00000000	-0.02683000	0.00000000	0.00000000
0.32416000	0.00000000	0.00000000	0.00000000	0.00000000	0.08311000	0.00000000	0.00000000	0.00000000	0.00000000	0.19086000	0.00000000	0.00000000	0.00000000	0.00000000	0.15135000	0.00000000	0.00000000	-0.03949000	0.00000000	0.00000000
0.33039000	0.00000000	0.00000000	0.00000000	0.00000000	0.08463000	0.00000000	0.00000000	0.00000000	0.00000000	0.19226000	0.00000000	0.00000000	0.00000000	0.00000000	0.14546000	0.00000000	0.00000000	-0.05200000	0.00000000	0.00000000
0.33662000	0.00000000	0.00000000	0.00000000	0.00000000	0.08614000	0.00000000	0.00000000	0.00000000	0.00000000	0.19355000	0.00000000	0.00000000	0.00000000	0.00000000	0.13929000	0.00000000	0.00000000	-0.06429000	0.00000000	0.00000000
0.34286000	0.00000000	0.00000000	0.00000000	0.00000000	0.08765000	0.00000000	0.00000000	0.00000000	0.00000000	0.19472000	0.00000000	0.00000000	0.00000000	0.00000000	0.13286000	0.00000000	0.00000000	-0.07632000	0.00000000	0.00000000
0.34909000	0.00000000	0.00000000	0.00000000	0.00000000	0.08916000	0.00000000	0.00000000	0.00000000	0.00000000	0.19578000	0.00000000	0.00000000	0.00000000	0.00000000	0.12617000	0.00000000	0.00000000	-0.08803000	0.00000000	0.00000000
0.35532000	0.00000000	0.00000000	0.00000000	0.00000000	0.09066000	0.00000000	0.00000000	0.00000000	0.00000000	0.19672000	0.00000000	0.00000000	0.00000000	0.00000000	0.11923000	0.00000000	0.00000000	-0.09938000	0.00000000	0.00000000
0.36156000	0.00000000	0.00000000	0.00000000	0.00000000	0.09216000	0.00000000	0.00000000	0.00000000	0.00000000	0.19754000	0.00000000	0.00000000	0.00000000	0.00000000	0.11207000	0.00000000	0.00000000	-0.11032000	0.00000000	0.00000000
0.36779000	0.00000000	0.00000000	0.00000000	0.00000000	0.09365000	0.00000000	0.00000000	0.00000000	0.00000000	0.19824000	0.00000000	0.00000000	0.00000000	0.00000000	0.10469000	0.00000000	0.00000000	-0.12080000	0.00000000	0.00000000
0.37403000	0.00000000	0.00000000	0.00000000	0.00000000	0.09514000	0.00000000	0.00000000	0.00000000	0.00000000	0.19883000	0.00000000	0.00000000	0.00000000	0.00000000	0.09711000	0.00000000	0.00000000	-0.13079000	0.00000000	0.00000000
0.38026000	0.00000000	0.00000000	0.00000000	0.00000000	0.09662000	0.00000000	0.00000000	0.00000000	0.00000000	0.19930000	0.00000000	0.00000000	0.00000000	0.00000000	0.08934000	0.00000000	0.00000000	-0.14023000	0.00000000	0.00000000
0.38649000	0.00000000	0.00000000	0.00000000	0.00000000	0.09810000	0.00000000	0.00000000	0.00000000	0.00000000	0.19965000	0.00000000	0.00000000	0.00000000	0.00000000	0.08140000	0.00000000	0.00000000	-0.14910000	0.00000000	0.00000000
0.39273000	0.00000000	0.00000000	0.00000000	0.00000000	0.09957000	0.00000000	0.00000000	0.00000000	0.00000000	0.19989000	0.00000000	0.00000000	0.00000000	0.00000000	0.07330000	0.00000000	0.00000000	-0.15735000	0.00000000	0.00000000
0.39896000	0.00000000	0.00000000	0.00000000	0.00000000	0.10103000	0.00000000	0.00000000	0.00000000	0.00000000	0.20000000	0.00000000	0.00000000	0.00000000	0.00000000	0.06506000	0.00000000	0.00000000	-0.16496000	0.00000000	0.00000000
0.40519000	0.00000000	0.00000000	0.00000000	0.00000000	0.10250000	0.00000000	0.00000000	0.00000000	0.00000000	0.20000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05669000	0.00000000	0.00000000	-0.17188000	0.00000000	0.00000000
0.41143000	0.00000000	0.00000000	0.00000000	0.00000000	0.10395000	0.00000000	0.00000000	0.00000000	0.00000000	0.19987000	0.00000000	0.00000000	0.00000000	0.00000000	0.04822000	0.00000000	0.00000000	-0.17809000	0.00000000	0.00000000
0.41766000	0.00000000	0.00000000	0.00000000	0.00000000	0.10540000	0.00000000	0.00000000	0.00000000	0.00000000	0.19963000	0.00000000	0.00000000	0.00000000	0.00000000	0.03965000	0.00000000	0.00000000	-0.18357000	0.00000000	0.00000000
0.42390000	0.00000000	0.00000000	0.00000000	0.00000000	0.10685000	0.00000000	0.00000000	0.00000000	0.00000000	0.19927000	0.00000000	0.00000000	0.00000000	0.00000000	0.03101000	0.00000000	0.00000000	-0.18829000	0.00000000	0.00000000
0.43013000	0.00000000	0.00000000	0.00000000	0.00000000	0.10829000	0.00000000	0.00000000	0.00000000	0.00000000	0.19879000	0.00000000	0.00000000	0.00000000	0.00000000	0.02231000	0.00000000	0.00000000	-0.19224000	0.00000000	0.00000000
0.43636000	0.00000000	0.00000000	0.00000000	0.00000000	0.10972000	0.00000000	0.00000000	0.00000000	0.00000000	0.19819000	0.00000000	0.00000000	0.00000000	0.00000000	0.01356000	0.00000000	0.00000000	-0.19539000	0.00000000	0.00000000
0.44260000	0.00000000	0.00000000	0.00000000	0.00000000	0.11115000	0.00000000	0.00000000	0.00000000	0.00000000	0.19748000	0.00000000	0.00000000	0.00000000	0.00000000	0.00479000	0.00000000	0.00000000	-0.19774000	0.00000000	0.00000000
0.44883000	0.00000000	0.00000000	0.00000000	0.00000000	0.11257000	0.00000000	0.00000000	0.00000000	0.00000000	0.19665000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00399000	0.00000000	0.00000000	-0.19927000	0.00000000	0.00000000
0.45506000	0.00000000	0.00000000	0.00000000	0.00000000	0.11399000	0.00000000	0.00000000	0.00000000	0.00000000	0.19570000	0.00000000	0.00000000	0.00000000	0.00000000	-0.01277000	0.00000000	0.00000000	-0.19998000	0.00000000	0.00000000
0.46130000	0.00000000	0.00000000	0.00000000	0.00000000	0.11540000	0.00000000	0.00000000	0.00000000	0.00000000	0.19463000	0.00000000	0.00000000	0.00000000	0.00000000	-0.02152000	0.00000000	0.00000000	-0.19986000	0.00000000	0.00000000
0.46753000	0.00000000	0.00000000	0.00000000	0.00000000	0.11680000	0.00000000	0.00000000	0.00000000	0.00000000	0.19345000	0.00000000	0.00000000	0.00000000	0.00000000	-0.03023000	0.00000000	0.00000000	-0.19892000	0.00000000	0.00000000
0.47377000	0.00000000	0.00000000	0.00000000	0.00000000	0.11820000	0.00000000	0.00000000	0.00000000	0.00000000	0.19216000	0.00000000	0.00000000	0.00000000	0.00000000	-0.03888000	0.00000000	0.00000000	-0.19716000	0.00000000	0.00000000
0.48000000	0.00000000	0.00000000	0.00000000	0.00000000	0.11959000	0.00000000	0.00000000	0.00000000	0.00000000	0.19075000	0.00000000	0.00000000	0.00000000	0.00000000	-0.04745000	0.00000000	0.00000000	-0.19458000	0.00000000	0.00000000
0.48623000	0.00000000	0.00000000	0.00000000	0.00000000	0.12098000	0.00000000	0.00000000	0.00000000	0.00000000	0.18923000	0.00000000	0.00000000	0.00000000	0.00000000	-0.05593000	0.00000000	0.00000000	-0.19121000	0.00000000	0.00000000
0.49247000	0.00000000	0.00000000	0.00000000	0.00000000	0.12236000	0.00000000	0.00000000	0.00000000	0.00000000	0.18759000	0.00000000	0.00000000	0.00000000	0.00000000	-0.06431000	0.00000000	0.00000000	-0.18704000	0.00000000	0.00000000
0.49870000	0.00000000	0.00000000	0.00000000	0.00000000	0.12373000	0.00000000	0.00000000	0.00000000	0.00000000	0.18584000	0.00000000	0.00000000	0.00000000	0.00000000	-0.07256000	0.00000000	0.00000000	-0.18210000	0.00000000	0.00000000
0.50494000	0.00000000	0.00000000	0.00000000	0.00000000	0.12510000	0.00000000	0.00000000	0.00000000	0.00000000	0.18399000	0.00000000	0.00000000	0.00000000	0.00000000	-0.08067000	0.00000000	0.00000000	-0.17641000	0.00000000	0.00000000
0.51117000	0.00000000	0.00000000	0.00000000	0.00000000	0.12646000	0.00000000	0.00000000	0.00000000	0.00000000	0.18202000	0.00000000	0.00000000	0.00000000	0.00000000	-0.08863000	0.00000000	0.00000000	-0.17000000	0.00000000	0.00000000
0.51740000	0.00000000	0.00000000	0.00000000	0.00000000	0.12781000	0.00000000	0.00000000	0.00000000	0.00000000	0.17995000	0.00000000	0.00000000	0.00000000	0.00000000	-0.09641000	0.00000000	0.00000000	-0.16288000	0.00000000	0.00000000
0.52364000	0.00000000	0.00000000	0.00000000	0.00000000	0.12916000	0.00000000	0.00000000	0.00000000	0.00000000	0.17777000	0.00000000	0.00000000	0.00000000	0.00000000	-0.10401000	0.00000000	0.00000000	-0.15509000	0.00000000	0.00000000
0.52987000	0.00000000	0.00000000	0.00000000	0.00000000	0.13050000	0.00000000	0.00000000	0.00000000	0.00000000	0.17548000	0.00000000	0.00000000	0.00000000	0.00000000	-0.11141000	0.00000000	0.00000000	-0.14666000	0.00000000	0.00000000
0.53610000	0.00000000	0.00000000	0.00000000	0.00000000	0.13183000	0.00000000	0.00000000	0.00000000	0.00000000	0.17309000	0.00000000	0.00000000	0.00000000	0.00000000	-0.11860000	0.00000000	0.00000000	-0.13763000	0.00000000	0.00000000
0.54234000	0.00000000	0.00000000	0.00000000	0.00000000	0.13315000	0.00000000	0.00000000	0.00000000	0.00000000	0.17059000	0.00000000	0.00000000	0.00000000	0.00000000	-0.12555000	0.00000000	0.00000000	-0.12802000	0.00000000	0.00000000
0.54857000	0.00000000	0.00000000	0.00000000	0.00000000	0.13447000	0.00000000	0.00000000	0.00000000	0.00000000	0.16800000	0.00000000	0.00000000	0.00000000	0.00000000	-0.13227000	0.00000000	0.00000000	-0.11789000	0.00000000	0.00000000
0.55481000	0.00000000	0.00000000	0.00000000	0.00000000	0.13579000	0.00000000	0.00000000	0.00000000	0.00000000	0.16531000	0.00000000	0.00000000	0.00000000	0.00000000	-0.13872000	0.00000000	0.00000000	-0.10728000	0.00000000	0.00000000
0.56104000	0.00000000	0.00000000	0.00000000	0.00000000	0.13709000	0.00000000	0.00000000	0.00000000	0.00000000	0.16251000	0.00000000	0.00000000	0.00000000	0.00000000	-0.14492000	0.00000000	0.00000000	-0.09622000	0.00000000	0.00000000
0.56727000	0.00000000	0.00000000	0.00000000	0.00000000	0.13839000	0.00000000	0.00000000	0.00000000	0.00000000	0.15962000	0.00000000	0.00000000	0.00000000	0.00000000	-0.15083000	0.00000000	0.00000000	-0.08476000	0.00000000	0.00000000
0.57351000	0.00000000	0.00000000	0.00000000	0.00000000	0.13968000	0.00000000	0.00000000	0.00000000	0.00000000	0.15664000	0.00000000	0.00000000	0.00000000	0.00000000	-0.15645000	0.00000000	0.00000000	-0.07296000	0.00000000	0.00000000
0.57974000	0.00000000	0.00000000	0.00000000	0.00000000	0.14096000	0.00000000	0.00000000	0.00000000	0.00000000	0.15356000	0.00000000	0.00000000	0.00000000	0.00000000	-0.16177000	0.00000000	0.00000000	-0.06085000	0.00000000	0.00000000
0.58597000	0.00000000	0.00000000	0.00000000	0.00000000	0.14224000	0.00000000	0.00000000	0.00000000	0.00000000	0.15039000	0.00000000	0.00000000	0.00000000	0.00000000	-0.16677000	0.00000000	0.00000000	-0.04849000	0.00000000	0.00000000
0.59221000	0.00000000	0.00000000	0.00000000	0.00000000	0.14351000	0.00000000	0.00000000	0.00000000	0.00000000	0.14714000	0.00000000	0.00000000	0.00000000	0.00000000	-0.17146000	0.00000000	0.00000000	-0.03594000	0.00000000	0.00000000
0.59844000	0.00000000	0.00000000	0.00000000	0.00000000	0.14477000	0.00000000	0.00000000	0.00000000	0.00000000	0.14379000	0.00000000	0.00000000	0.00000000	0.00000000	-0.17582000	0.00000000	0.00000000	-0.02323000	0.00000000	0.00000000
0.60468000	0.00000000	0.00000000	0.00000000	0.00000000	0.14602000	0.00000000	0.00000000	0.00000000	0.00000000	0.14036000	0.00000000	0.00000000	0.00000000	0.00000000	-0.17983000	0.00000000	0.00000000	-0.01043000	0.00000000	0.00000000
0.61091000	0.00000000	0.00000000	0.00000000	0.00000000	0.14726000	0.00000000	0.00000000	0.00000000	0.00000000	0.13685000	0.00000000	0.00000000	0.00000000	0.00000000	-0.18350000	0.00000000	0.00000000	0.00242000	0.00000000	0.00000000
0.61714000	0.00000000	0.00000000	0.00000000	0.00000000	0.14850000	0.00000000	0.00000000	0.00000000	0.00000000	0.13325000	0.00000000	0.00000000	0.00000000	0.00000000	-0.18682000	0.00000000	0.00000000	0.01525000	0.00000000	0.00000000
0.62338000	0.00000000	0.00000000	0.00000000	0.00000000	0.14973000	0.00000000	0.00000000	0.00000000	0.00000000	0.12958000	0.00000000	0.00000000	0.00000000	0.00000000	-0.18977000	0.00000000	0.00000000	0.02802000	0.00000000	0.00000000
0.62961000	0.00000000	0.00000000	0.00000000	0.00000000	0.15095000	0.00000000	0.00000000	0.00000000	0.00000000	0.12583000	0.00000000	0.00000000	0.00000000	0.00000000	-0.19236000	0.00000000	0.00000000	0.04068000	0.00000000	0.00000000
0.63584000	0.00000000	0.00000000	0.00000000	0.00000000	0.15217000	0.00000000	0.00000000	0.00000000	0.00000000	0.12200000	0.00000000	0.00000000	0.00000000	0.00000000	-0.19458000	0.00000000	0.00000000	0.05317000	0.00000000	0.00000000
0.64208000	0.00000000	0.00000000	0.00000000	0.00000000	0.15337000	0.00000000	0.00000000	0.00000000	0.00000000	0.11810000	0.00000000	0.00000000	0.00000000	0.00000000	-0.19643000	0.00000000	0.00000000	0.06544000	0.00000000	0.00000000
0.64831000	0.00000000	0.00000000	0.00000000	0.00000000	0.15457000	0.00000000	0.00000000	0.00000000	0.00000000	0.11414000	0.00000000	0.00000000	0.00000000	0.00000000	-0.19789000	0.00000000	0.00000000	0.07743000	0.00000000	0.00000000
0.65455000	0.00000000	0.00000000	0.00000000	0.00000000	0.15576000	0.00000000	0.00000000	0.00000000	0.00000000	0.11010000	0.00000000	0.00000000	0.00000000	0.00000000	-0.19898000	0.00000000	0.00000000	0.08911000	0.00000000	0.00000000
