#x	Mode 1: z	Mode 2: z	Mode 3: z	Mode 4: z	Mode 5: z	Mode 6: z	Mode 7: z	Mode 8: z	Mode 9: z	Mode 10: z	Mode 11: z	Mode 12: z	Mode 13: z	Mode 14: z	Mode 15: z	Mode 16: z	Mode 17: z	Mode 18: z	Mode 19: z	Mode 20: z
0.41766000	0.04690000	0.17896000	0.15064000	-0.06043000	0.00000000	-0.10878000	-0.00250000	0.07327000	0.02894000	0.00000000	-0.04484000	0.00000000	-0.03880000	0.02201000	0.00000000	0.03968000	-0.00441000	0.00000000	-0.03525000	-0.00848000
0.42390000	0.04817000	0.18104000	0.14481000	-0.06895000	0.00000000	-0.10653000	0.00695000	0.07501000	0.02019000	0.00000000	-0.05007000	0.00000000	-0.03207000	0.02977000	0.00000000	0.03581000	-0.01358000	0.00000000	-0.03468000	0.00094000
0.43013000	0.04945000	0.18303000	0.13872000	-0.07716000	0.00000000	-0.10350000	0.01633000	0.07558000	0.01101000	0.00000000	-0.05392000	0.00000000	-0.02422000	0.03627000	0.00000000	0.03010000	-0.02192000	0.00000000	-0.03161000	0.01028000
0.43636000	0.05075000	0.18492000	0.13236000	-0.08504000	0.00000000	-0.09972000	0.02553000	0.07497000	0.00160000	0.00000000	-0.05630000	0.00000000	-0.01553000	0.04121000	0.00000000	0.02284000	-0.02891000	0.00000000	-0.02627000	0.01877000
0.44260000	0.05206000	0.18670000	0.12575000	-0.09254000	0.00000000	-0.09522000	0.03445000	0.07318000	-0.00785000	0.00000000	-0.05712000	0.00000000	-0.00631000	0.04439000	0.00000000	0.01440000	-0.03414000	0.00000000	-0.01905000	0.02569000
0.44883000	0.05339000	0.18839000	0.11890000	-0.09965000	0.00000000	-0.09003000	0.04299000	0.07024000	-0.01713000	0.00000000	-0.05638000	0.00000000	0.00313000	0.04569000	0.00000000	0.00521000	-0.03727000	0.00000000	-0.01046000	0.03049000
0.45506000	0.05472000	0.18996000	0.11183000	-0.10632000	0.00000000	-0.08418000	0.05106000	0.06620000	-0.02604000	0.00000000	-0.05409000	0.00000000	0.01246000	0.04503000	0.00000000	-0.00424000	-0.03812000	0.00000000	-0.00112000	0.03273000
0.46130000	0.05607000	0.19143000	0.10456000	-0.11254000	0.00000000	-0.07772000	0.05856000	0.06113000	-0.03441000	0.00000000	-0.05031000	0.00000000	0.02137000	0.04245000	0.00000000	-0.01347000	-0.03663000	0.00000000	0.00830000	0.03226000
0.46753000	0.05743000	0.19278000	0.09708000	-0.11827000	0.00000000	-0.07070000	0.06542000	0.05510000	-0.04205000	0.00000000	-0.04515000	0.00000000	0.02953000	0.03806000	0.00000000	-0.02201000	-0.03291000	0.00000000	0.01713000	0.02911000
0.47377000	0.05880000	0.19403000	0.08943000	-0.12350000	0.00000000	-0.06316000	0.07155000	0.04820000	-0.04879000	0.00000000	-0.03874000	0.00000000	0.03667000	0.03204000	0.00000000	-0.02941000	-0.02716000	0.00000000	0.02473000	0.02353000
0.48000000	0.06018000	0.19516000	0.08161000	-0.12819000	0.00000000	-0.05517000	0.07690000	0.04054000	-0.05451000	0.00000000	-0.03128000	0.00000000	0.04253000	0.02466000	0.00000000	-0.03530000	-0.01975000	0.00000000	0.03055000	0.01599000
0.48623000	0.06157000	0.19618000	0.07365000	-0.13233000	0.00000000	-0.04677000	0.08140000	0.03226000	-0.05907000	0.00000000	-0.02295000	0.00000000	0.04693000	0.01623000	0.00000000	-0.03937000	-0.01114000	0.00000000	0.03418000	0.00712000
0.49247000	0.06297000	0.19708000	0.06555000	-0.13591000	0.00000000	-0.03804000	0.08499000	0.02346000	-0.06238000	0.00000000	-0.01399000	0.00000000	0.04969000	0.00710000	0.00000000	-0.04141000	-0.00184000	0.00000000	0.03534000	-0.00234000
0.49870000	0.06439000	0.19786000	0.05733000	-0.13891000	0.00000000	-0.02902000	0.08766000	0.01430000	-0.06437000	0.00000000	-0.00465000	0.00000000	0.05074000	-0.00233000	0.00000000	-0.04132000	0.00758000	0.00000000	0.03398000	-0.01160000
0.50494000	0.06581000	0.19852000	0.04901000	-0.14131000	0.00000000	-0.01980000	0.08935000	0.00491000	-0.06500000	0.00000000	0.00482000	0.00000000	0.05003000	-0.01166000	0.00000000	-0.03909000	0.01652000	0.00000000	0.03018000	-0.01990000
0.51117000	0.06725000	0.19906000	0.04060000	-0.14311000	0.00000000	-0.01043000	0.09006000	-0.00455000	-0.06426000	0.00000000	0.01415000	0.00000000	0.04758000	-0.02049000	0.00000000	-0.03485000	0.02446000	0.00000000	0.02420000	-0.02654000
0.51740000	0.06870000	0.19948000	0.03213000	-0.14430000	0.00000000	-0.00098000	0.08977000	-0.01394000	-0.06215000	0.00000000	0.02310000	0.00000000	0.04349000	-0.02845000	0.00000000	-0.02882000	0.03090000	0.00000000	0.01649000	-0.03098000
0.52364000	0.07015000	0.19978000	0.02361000	-0.14487000	0.00000000	0.00847000	0.08849000	-0.02311000	-0.05873000	0.00000000	0.03142000	0.00000000	0.03789000	-0.03519000	0.00000000	-0.02130000	0.03545000	0.00000000	0.00760000	-0.03284000
0.52987000	0.07162000	0.19995000	0.01505000	-0.14482000	0.00000000	0.01786000	0.08624000	-0.03192000	-0.05407000	0.00000000	0.03887000	0.00000000	0.03097000	-0.04044000	0.00000000	-0.01268000	0.03782000	0.00000000	-0.00184000	-0.03196000
0.53610000	0.07310000	0.20000000	0.00648000	-0.14416000	0.00000000	0.02713000	0.08303000	-0.04023000	-0.04826000	0.00000000	0.04525000	0.00000000	0.02298000	-0.04395000	0.00000000	-0.00341000	0.03788000	0.00000000	-0.01115000	-0.02843000
0.54234000	0.07458000	0.19992000	-0.00208000	-0.14288000	0.00000000	0.03620000	0.07891000	-0.04791000	-0.04144000	0.00000000	0.05039000	0.00000000	0.01420000	-0.04560000	0.00000000	0.00604000	0.03562000	0.00000000	-0.01966000	-0.02253000
0.54857000	0.07608000	0.19972000	-0.01063000	-0.14100000	0.00000000	0.04501000	0.07392000	-0.05484000	-0.03373000	0.00000000	0.05414000	0.00000000	0.00492000	-0.04529000	0.00000000	0.01517000	0.03117000	0.00000000	-0.02675000	-0.01475000
0.55481000	0.07759000	0.19939000	-0.01915000	-0.13851000	0.00000000	0.05350000	0.06811000	-0.06091000	-0.02531000	0.00000000	0.05641000	0.00000000	-0.00452000	-0.04305000	0.00000000	0.02353000	0.02482000	0.00000000	-0.03193000	-0.00575000
0.56104000	0.07910000	0.19893000	-0.02761000	-0.13544000	0.00000000	0.06160000	0.06154000	-0.06602000	-0.01636000	0.00000000	0.05712000	0.00000000	-0.01381000	-0.03898000	0.00000000	0.03067000	0.01695000	0.00000000	-0.03481000	0.00373000
0.56727000	0.08062000	0.19835000	-0.03599000	-0.13179000	0.00000000	0.06925000	0.05430000	-0.07010000	-0.00706000	0.00000000	0.05627000	0.00000000	-0.02262000	-0.03324000	0.00000000	0.03623000	0.00804000	0.00000000	-0.03519000	0.01290000
0.57351000	0.08216000	0.19763000	-0.04429000	-0.12758000	0.00000000	0.07641000	0.04646000	-0.07308000	0.00239000	0.00000000	0.05387000	0.00000000	-0.03065000	-0.02609000	0.00000000	0.03992000	-0.00137000	0.00000000	-0.03305000	0.02100000
0.57974000	0.08370000	0.19679000	-0.05249000	-0.12282000	0.00000000	0.08301000	0.03811000	-0.07491000	0.01179000	0.00000000	0.04999000	0.00000000	-0.03762000	-0.01782000	0.00000000	0.04156000	-0.01069000	0.00000000	-0.02853000	0.02735000
0.58597000	0.08525000	0.19582000	-0.06056000	-0.11755000	0.00000000	0.08902000	0.02933000	-0.07557000	0.02094000	0.00000000	0.04473000	0.00000000	-0.04328000	-0.00879000	0.00000000	0.04105000	-0.01935000	0.00000000	-0.02196000	0.03142000
0.59221000	0.08681000	0.19472000	-0.06849000	-0.11177000	0.00000000	0.09438000	0.02023000	-0.07504000	0.02964000	0.00000000	0.03825000	0.00000000	-0.04744000	0.00061000	0.00000000	0.03843000	-0.02683000	0.00000000	-0.01382000	0.03288000
0.59844000	0.08838000	0.19349000	-0.07626000	-0.10553000	0.00000000	0.09906000	0.01091000	-0.07333000	0.03772000	0.00000000	0.03072000	0.00000000	-0.04996000	0.00999000	0.00000000	0.03383000	-0.03267000	0.00000000	-0.00468000	0.03161000
0.60468000	0.08995000	0.19214000	-0.08387000	-0.09883000	0.00000000	0.10303000	0.00147000	-0.07048000	0.04500000	0.00000000	0.02234000	0.00000000	-0.05075000	0.01894000	0.00000000	0.02748000	-0.03650000	0.00000000	0.00479000	0.02770000
0.61091000	0.09153000	0.19065000	-0.09129000	-0.09172000	0.00000000	0.10625000	-0.00799000	-0.06652000	0.05133000	0.00000000	0.01335000	0.00000000	-0.04978000	0.02709000	0.00000000	0.01972000	-0.03810000	0.00000000	0.01392000	0.02149000
0.61714000	0.09313000	0.18904000	-0.09850000	-0.08422000	0.00000000	0.10871000	-0.01736000	-0.06152000	0.05657000	0.00000000	0.00399000	0.00000000	-0.04708000	0.03408000	0.00000000	0.01094000	-0.03737000	0.00000000	0.02205000	0.01349000
0.62338000	0.09472000	0.18730000	-0.10550000	-0.07636000	0.00000000	0.11038000	-0.02655000	-0.05555000	0.06062000	0.00000000	-0.00548000	0.00000000	-0.04275000	0.03961000	0.00000000	0.00160000	-0.03434000	0.00000000	0.02859000	0.00437000
0.62961000	0.09633000	0.18543000	-0.11227000	-0.06818000	0.00000000	0.11125000	-0.03543000	-0.04871000	0.06338000	0.00000000	-0.01480000	0.00000000	-0.03694000	0.04345000	0.00000000	-0.00782000	-0.02922000	0.00000000	0.03308000	-0.00512000
0.63584000	0.09794000	0.18344000	-0.11879000	-0.05971000	0.00000000	0.11132000	-0.04393000	-0.04111000	0.06480000	0.00000000	-0.02371000	0.00000000	-0.02985000	0.04544000	0.00000000	-0.01685000	-0.02230000	0.00000000	0.03520000	-0.01418000
0.64208000	0.09957000	0.18132000	-0.12505000	-0.05099000	0.00000000	0.11059000	-0.05195000	-0.03286000	0.06485000	0.00000000	-0.03197000	0.00000000	-0.02173000	0.04549000	0.00000000	-0.02500000	-0.01402000	0.00000000	0.03479000	-0.02205000
0.64831000	0.10119000	0.17908000	-0.13104000	-0.04206000	0.00000000	0.10906000	-0.05939000	-0.02410000	0.06353000	0.00000000	-0.03935000	0.00000000	-0.01286000	0.04360000	0.00000000	-0.03186000	-0.00488000	0.00000000	0.03188000	-0.02810000
0.65455000	0.10283000	0.17671000	-0.13674000	-0.03295000	0.00000000	0.10674000	-0.06617000	-0.01496000	0.06086000	0.00000000	-0.04565000	0.00000000	-0.00353000	0.03985000	0.00000000	-0.03709000	0.00456000	0.00000000	0.02668000	-0.03181000
0.66078000	0.10447000	0.17422000	-0.14214000	-0.02371000	0.00000000	0.10365000	-0.07223000	-0.00558000	0.05691000	0.00000000	-0.05069000	0.00000000	0.00591000	0.03440000	0.00000000	-0.04040000	0.01372000	0.00000000	0.01957000	-0.03286000
0.66701000	0.10612000	0.17161000	-0.14724000	-0.01437000	0.00000000	0.09982000	-0.07749000	0.00388000	0.05175000	0.00000000	-0.05435000	0.00000000	0.01515000	0.02748000	0.00000000	-0.04163000	0.02204000	0.00000000	0.01105000	-0.03119000
0.67325000	0.10777000	0.16887000	-0.15201000	-0.00497000	0.00000000	0.09526000	-0.08190000	0.01329000	0.04550000	0.00000000	-0.05650000	0.00000000	0.02386000	0.01939000	0.00000000	-0.04072000	0.02901000	0.00000000	0.00174000	-0.02692000
0.67948000	0.10943000	0.16602000	-0.15646000	0.00444000	0.00000000	0.09002000	-0.08540000	0.02248000	0.03828000	0.00000000	-0.05711000	0.00000000	0.03175000	0.01047000	0.00000000	-0.03770000	0.03420000	0.00000000	-0.00770000	-0.02041000
0.68571000	0.11110000	0.16305000	-0.16056000	0.01383000	0.00000000	0.08414000	-0.08796000	0.03133000	0.03025000	0.00000000	-0.05614000	0.00000000	0.03854000	0.00110000	0.00000000	-0.03274000	0.03730000	0.00000000	-0.01659000	-0.01220000
0.69195000	0.11277000	0.15995000	-0.16432000	0.02316000	0.00000000	0.07764000	-0.08955000	0.03968000	0.02158000	0.00000000	-0.05364000	0.00000000	0.04399000	-0.00831000	0.00000000	-0.02610000	0.03812000	0.00000000	-0.02428000	-0.00298000
0.69818000	0.11445000	0.15675000	-0.16772000	0.03238000	0.00000000	0.07059000	-0.09016000	0.04742000	0.01246000	0.00000000	-0.04965000	0.00000000	0.04791000	-0.01737000	0.00000000	-0.01811000	0.03659000	0.00000000	-0.03023000	0.00649000
0.70442000	0.11614000	0.15343000	-0.17076000	0.04146000	0.00000000	0.06303000	-0.08977000	0.05441000	0.00307000	0.00000000	-0.04430000	0.00000000	0.05018000	-0.02568000	0.00000000	-0.00919000	0.03283000	0.00000000	-0.03401000	0.01542000
0.71065000	0.11783000	0.14999000	-0.17342000	0.05035000	0.00000000	0.05502000	-0.08840000	0.06055000	-0.00639000	0.00000000	-0.03774000	0.00000000	0.05071000	-0.03290000	0.00000000	0.00021000	0.02706000	0.00000000	-0.03535000	0.02307000
0.71688000	0.11952000	0.14645000	-0.17571000	0.05902000	0.00000000	0.04662000	-0.08605000	0.06574000	-0.01571000	0.00000000	-0.03013000	0.00000000	0.04948000	-0.03872000	0.00000000	0.00959000	0.01963000	0.00000000	-0.03415000	0.02880000
0.72312000	0.12122000	0.14279000	-0.17762000	0.06744000	0.00000000	0.03788000	-0.08275000	0.06990000	-0.02470000	0.00000000	-0.02170000	0.00000000	0.04653000	-0.04288000	0.00000000	0.01848000	0.01099000	0.00000000	-0.03049000	0.03213000
0.72935000	0.12293000	0.13903000	-0.17913000	0.07555000	0.00000000	0.02887000	-0.07854000	0.07297000	-0.03317000	0.00000000	-0.01267000	0.00000000	0.04197000	-0.04522000	0.00000000	0.02642000	0.00169000	0.00000000	-0.02465000	0.03279000
0.73558000	0.12464000	0.13516000	-0.18026000	0.08334000	0.00000000	0.01966000	-0.07347000	0.07490000	-0.04094000	0.00000000	-0.00329000	0.00000000	0.03596000	-0.04562000	0.00000000	0.03300000	-0.00772000	0.00000000	-0.01704000	0.03072000
0.74182000	0.12636000	0.13118000	-0.18100000	0.09077000	0.00000000	0.01032000	-0.06759000	0.07566000	-0.04784000	0.00000000	0.00618000	0.00000000	0.02870000	-0.04408000	0.00000000	0.03787000	-0.01666000	0.00000000	-0.00820000	0.02609000
